frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
179,8.523810,near,,644.000,412.000,5.569692,9.963215,,,,,0,legacy
179,8.523810,far,,560.000,347.000,4.427257,7.241326,,,,,0,legacy
180,8.571429,near,,496.000,469.000,3.251070,11.860155,,,,,0,legacy
180,8.571429,far,,516.000,341.000,3.656614,6.951823,,,,,0,legacy
181,8.619048,near,,497.000,467.000,3.265752,11.799776,,,,,0,legacy
181,8.619048,far,,514.000,341.000,3.620796,6.951823,,,,,0,legacy
182,8.666667,near,,498.000,468.000,3.279512,11.830016,,,,,0,legacy
182,8.666667,far,,514.000,342.000,3.619635,7.000590,,,,,0,legacy
183,8.714286,near,,496.000,458.000,3.254324,11.522946,,,,,0,legacy
183,8.714286,far,,515.000,343.000,3.636313,7.049148,,,,,0,legacy
184,8.761905,near,,499.000,442.000,3.303444,11.009118,,,,,0,legacy
184,8.761905,far,,514.000,341.000,3.620796,6.951823,,,,,0,legacy
185,8.809524,near,,493.000,429.000,3.218323,10.569792,,,,,0,legacy
185,8.809524,far,,511.000,341.000,3.567069,6.951823,,,,,0,legacy
186,8.857143,near,,494.000,422.000,3.235370,10.324588,,,,,0,legacy
186,8.857143,far,,516.000,344.000,3.652919,7.097500,,,,,0,legacy
187,8.904762,near,,493.000,419.000,3.220892,10.217570,,,,,0,legacy
187,8.904762,far,,516.000,343.000,3.654145,7.049148,,,,,0,legacy
188,8.952381,near,,491.000,409.000,3.192297,9.852166,,,,,0,legacy
188,8.952381,far,,517.000,342.000,3.673247,7.000590,,,,,0,legacy
189,9.000000,near,,487.000,410.000,3.129681,9.889320,,,,,0,legacy
189,9.000000,far,,518.000,342.000,3.691118,7.000590,,,,,0,legacy
190,9.047619,near,,492.000,416.000,3.206253,10.109367,,,,,0,legacy
190,9.047619,far,,518.000,342.000,3.691118,7.000590,,,,,0,legacy
191,9.095238,near,,472.000,427.000,2.901297,10.500368,,,,,0,legacy
191,9.095238,far,,517.000,342.000,3.673247,7.000590,,,,,0,legacy
192,9.142857,near,,467.000,449.000,2.835378,11.237440,,,,,0,legacy
192,9.142857,far,,516.000,342.000,3.655377,7.000590,,,,,0,legacy
193,9.190476,near,,461.000,461.000,2.754890,11.616167,,,,,0,legacy
193,9.190476,far,,514.000,341.000,3.620796,6.951823,,,,,0,legacy
194,9.238095,near,,458.000,492.000,2.730555,12.526398,,,,,0,legacy
194,9.238095,far,,514.000,353.000,3.607192,7.523567,,,,,0,legacy
195,9.285714,near,,446.000,495.000,2.570680,12.609657,,,,,0,legacy
195,9.285714,far,,513.000,365.000,3.577221,8.067327,,,,,0,legacy
196,9.333333,near,,446.000,501.000,2.575544,12.773782,,,,,0,legacy
196,9.333333,far,,511.000,395.000,3.516367,9.317004,,,,,0,legacy
197,9.380952,near,,448.000,505.000,2.605235,12.881463,,,,,0,legacy
197,9.380952,far,,,,,,,,,,0,missing
198,9.428571,near,,448.000,505.000,2.605235,12.881463,,,,,0,legacy
198,9.428571,far,,,,,,,,,,0,missing
199,9.476190,near,,447.000,505.000,2.591986,12.881463,,,,,0,legacy
199,9.476190,far,,,,,,,,,,0,missing
200,9.523810,near,,448.000,501.000,2.602213,12.773782,,,,,0,legacy
200,9.523810,far,,,,,,,,,,0,missing
201,9.571429,near,,450.000,495.000,2.624532,12.609657,,,,,0,legacy
201,9.571429,far,,,,,,,,,,0,missing
202,9.619048,near,,445.000,475.000,2.539851,12.038879,,,,,0,legacy
202,9.619048,far,,,,,,,,,,0,missing
203,9.666667,near,,443.000,465.000,2.502432,11.738988,,,,,0,legacy
203,9.666667,far,,,,,,,,,,0,missing
204,9.714286,near,,440.000,471.000,2.466213,11.920129,,,,,0,legacy
204,9.714286,far,,,,,,,,,,0,missing
205,9.761905,near,,438.000,465.000,2.431695,11.738988,,,,,0,legacy
205,9.761905,far,,,,,,,,,,0,missing
206,9.809524,near,,435.000,458.000,2.380982,11.522946,,,,,0,legacy
206,9.809524,far,,,,,,,,,,0,missing
207,9.857143,near,,432.000,448.000,2.325116,11.205164,,,,,0,legacy
207,9.857143,far,,,,,,,,,,0,missing
208,9.904762,near,,431.000,443.000,2.303794,11.042079,,,,,0,legacy
208,9.904762,far,,,,,,,,,,0,missing
209,9.952381,near,,432.000,440.000,2.314456,10.942844,,,,,0,legacy
209,9.952381,far,,,,,,,,,,0,missing
210,10.000000,near,,431.000,438.000,2.296918,10.876100,,,,,0,legacy
210,10.000000,far,,,,,,,,,,0,missing
211,10.047619,near,,431.000,439.000,2.298303,10.909531,,,,,0,legacy
211,10.047619,far,,,,,,,,,,0,missing
212,10.095238,near,,432.000,438.000,2.311743,10.876100,,,,,0,legacy
212,10.095238,far,,,,,,,,,,0,missing
213,10.142857,near,,433.000,435.000,2.322543,10.775091,,,,,0,legacy
213,10.142857,far,,,,,,,,,,0,missing
214,10.190476,near,,434.000,437.000,2.340083,10.842550,,,,,0,legacy
214,10.190476,far,,,,,,,,,,0,missing
215,10.238095,near,,435.000,433.000,2.349751,10.707148,,,,,0,legacy
215,10.238095,far,,,,,,,,,,0,missing
216,10.285714,near,,437.000,429.000,2.374625,10.569792,,,,,0,legacy
216,10.285714,far,,,,,,,,,,0,missing
217,10.333333,near,,440.000,417.000,2.405249,10.145567,,,,,0,legacy
217,10.333333,far,,,,,,,,,,0,missing
218,10.380952,near,,442.000,416.000,2.434861,10.109367,,,,,0,legacy
218,10.380952,far,,,,,,,,,,0,missing
219,10.428571,near,,444.000,414.000,2.463444,10.036562,,,,,0,legacy
219,10.428571,far,,,,,,,,,,0,missing
220,10.476190,near,,444.000,412.000,2.461155,9.963215,,,,,0,legacy
220,10.476190,far,,,,,,,,,,0,missing
221,10.523810,near,,445.000,415.000,2.480039,10.073032,,,,,0,legacy
221,10.523810,far,,,,,,,,,,0,missing
222,10.571429,near,,445.000,415.000,2.480039,10.073032,,,,,0,legacy
222,10.571429,far,,,,,,,,,,0,missing
223,10.619048,near,,448.000,415.000,2.526408,10.073032,,,,,0,legacy
223,10.619048,far,,,,,,,,,,0,missing
224,10.666667,near,,425.000,437.000,2.206417,10.842550,,,,,0,legacy
224,10.666667,far,,,,,,,,,,0,missing
225,10.714286,near,,429.000,435.000,2.262924,10.775091,,,,,0,legacy
225,10.714286,far,,,,,,,,,,0,missing
226,10.761905,near,,434.000,437.000,2.340083,10.842550,,,,,0,legacy
226,10.761905,far,,,,,,,,,,0,missing
227,10.809524,near,,434.000,434.000,2.336123,10.741180,,,,,0,legacy
227,10.809524,far,,,,,,,,,,0,missing
228,10.857143,near,,440.000,435.000,2.426876,10.775091,,,,,0,legacy
228,10.857143,far,,,,,,,,,,0,missing
229,10.904762,near,,441.000,438.000,2.445171,10.876100,,,,,0,legacy
229,10.904762,far,,,,,,,,,,0,missing
230,10.952381,near,,445.000,437.000,2.503452,10.842550,,,,,0,legacy
230,10.952381,far,,,,,,,,,,0,missing
231,11.000000,near,,448.000,444.000,2.554529,11.074926,,,,,0,legacy
231,11.000000,far,,405.000,339.000,1.662643,6.853660,,,,,0,legacy
232,11.047619,near,,452.000,450.000,2.618058,11.269604,,,,,0,legacy
232,11.047619,far,,404.000,339.000,1.644657,6.853660,,,,,0,legacy
233,11.095238,near,,452.000,450.000,2.618058,11.269604,,,,,0,legacy
233,11.095238,far,,403.000,339.000,1.626671,6.853660,,,,,0,legacy
234,11.142857,near,,452.000,451.000,2.618857,11.301656,,,,,0,legacy
234,11.142857,far,,400.000,335.000,1.559628,6.654773,,,,,0,legacy
235,11.190476,near,,447.000,449.000,2.544549,11.237440,,,,,0,legacy
235,11.190476,far,,405.000,334.000,1.647231,6.604511,,,,,0,legacy
236,11.238095,near,,442.000,450.000,2.472897,11.269604,,,,,0,legacy
236,11.238095,far,,409.000,331.000,1.711028,6.452401,,,,,0,legacy
237,11.285714,near,,441.000,451.000,2.459456,11.301656,,,,,0,legacy
237,11.285714,far,,409.000,330.000,1.708025,6.401252,,,,,0,legacy
238,11.333333,near,,432.000,449.000,2.326428,11.237440,,,,,0,legacy
238,11.333333,far,,419.000,339.000,1.914449,6.853660,,,,,0,legacy
239,11.380952,near,,427.000,448.000,2.252282,11.205164,,,,,0,legacy
239,11.380952,far,,421.000,338.000,1.947987,6.804260,,,,,0,legacy
240,11.428571,near,,424.000,448.000,2.208582,11.205164,,,,,0,legacy
240,11.428571,far,,419.000,339.000,1.914449,6.853660,,,,,0,legacy
241,11.476190,near,,419.000,448.000,2.135748,11.205164,,,,,0,legacy
241,11.476190,far,,422.000,339.000,1.968407,6.853660,,,,,0,legacy
242,11.523810,near,,412.000,441.000,2.020868,10.976039,,,,,0,legacy
242,11.523810,far,,431.000,342.000,2.136369,7.000590,,,,,0,legacy
243,11.571429,near,,400.000,440.000,1.841723,10.942844,,,,,0,legacy
243,11.571429,far,,434.000,344.000,2.193767,7.097500,,,,,0,legacy
244,11.619048,near,,381.000,444.000,1.571698,11.074926,,,,,0,legacy
244,11.619048,far,,437.000,345.000,2.248919,7.145646,,,,,0,legacy
245,11.666667,near,,371.000,443.000,1.422098,11.042079,,,,,0,legacy
245,11.666667,far,,436.000,344.000,2.229357,7.097500,,,,,0,legacy
246,11.714286,near,,361.000,446.000,1.284618,11.140273,,,,,0,legacy
246,11.714286,far,,436.000,344.000,2.229357,7.097500,,,,,0,legacy
247,11.761905,near,,363.000,451.000,1.329162,11.301656,,,,,0,legacy
247,11.761905,far,,436.000,342.000,2.225723,7.000590,,,,,0,legacy
248,11.809524,near,,360.000,452.000,1.288794,11.333598,,,,,0,legacy
248,11.809524,far,,439.000,344.000,2.282740,7.097500,,,,,0,legacy
249,11.857143,near,,359.000,451.000,1.271198,11.301656,,,,,0,legacy
249,11.857143,far,,440.000,345.000,2.302189,7.145646,,,,,0,legacy
250,11.904762,near,,362.000,450.000,1.311605,11.269604,,,,,0,legacy
250,11.904762,far,,441.000,347.000,2.323157,7.241326,,,,,0,legacy
251,11.952381,near,,363.000,449.000,1.323070,11.237440,,,,,0,legacy
251,11.952381,far,,439.000,349.000,2.291128,7.336200,,,,,0,legacy
252,12.000000,near,,366.000,449.000,1.366695,11.237440,,,,,0,legacy
252,12.000000,far,,439.000,350.000,2.292784,7.383337,,,,,0,legacy
253,12.047619,near,,371.000,450.000,1.442251,11.269604,,,,,0,legacy
253,12.047619,far,,437.000,351.000,2.259368,7.430277,,,,,0,legacy
254,12.095238,near,,387.000,450.000,1.674509,11.269604,,,,,0,legacy
254,12.095238,far,,436.000,353.000,2.245333,7.523567,,,,,0,legacy
255,12.142857,near,,395.000,451.000,1.792872,11.301656,,,,,0,legacy
255,12.142857,far,,436.000,353.000,2.245333,7.523567,,,,,0,legacy
256,12.190476,near,,404.000,446.000,1.913182,11.140273,,,,,0,legacy
256,12.190476,far,,439.000,347.000,2.287794,7.241326,,,,,0,legacy
257,12.238095,near,,412.000,440.000,2.018997,10.942844,,,,,0,legacy
257,12.238095,far,,444.000,346.000,2.374712,7.193588,,,,,0,legacy
258,12.285714,near,,421.000,439.000,2.150312,10.909531,,,,,0,legacy
258,12.285714,far,,448.000,346.000,2.445588,7.193588,,,,,0,legacy
259,12.333333,near,,442.000,443.000,2.465438,11.042079,,,,,0,legacy
259,12.333333,far,,456.000,346.000,2.587340,7.193588,,,,,0,legacy
260,12.380952,near,,450.000,446.000,2.585599,11.140273,,,,,0,legacy
260,12.380952,far,,459.000,346.000,2.640497,7.193588,,,,,0,legacy
261,12.428571,near,,450.000,446.000,2.585599,11.140273,,,,,0,legacy
261,12.428571,far,,444.000,323.000,2.338608,6.036822,,,,,0,legacy
262,12.476190,near,,452.000,447.000,2.615645,11.172775,,,,,0,legacy
262,12.476190,far,,447.000,326.000,2.399038,6.194391,,,,,0,legacy
263,12.523810,near,,452.000,447.000,2.615645,11.172775,,,,,0,legacy
263,12.523810,far,,445.000,326.000,2.362030,6.194391,,,,,0,legacy
264,12.571429,near,,452.000,446.000,2.614835,11.140273,,,,,0,legacy
264,12.571429,far,,446.000,323.000,2.375864,6.036822,,,,,0,legacy
265,12.619048,near,,447.000,436.000,2.532184,10.808880,,,,,0,legacy
265,12.619048,far,,443.000,313.000,2.302676,5.496018,,,,,0,legacy
266,12.666667,near,,444.000,432.000,2.483308,10.672994,,,,,0,legacy
266,12.666667,far,,442.000,309.000,2.276303,5.272724,,,,,0,legacy
267,12.714286,near,,439.000,425.000,2.399860,10.430439,,,,,0,legacy
267,12.714286,far,,441.000,305.000,2.249439,5.045279,,,,,0,legacy
268,12.761905,near,,434.000,421.000,2.318458,10.289046,,,,,0,legacy
268,12.761905,far,,440.000,303.000,2.226070,4.929964,,,,,0,legacy
269,12.809524,near,,431.000,418.000,2.268148,10.181635,,,,,0,legacy
269,12.809524,far,,459.000,352.000,2.646003,7.477020,,,,,0,legacy
270,12.857143,near,,425.000,419.000,2.177580,10.217570,,,,,0,legacy
270,12.857143,far,,456.000,352.000,2.593514,7.477020,,,,,0,legacy
271,12.904762,near,,424.000,418.000,2.160551,10.181635,,,,,0,legacy
271,12.904762,far,,457.000,355.000,2.613930,7.616081,,,,,0,legacy
272,12.952381,near,,422.000,417.000,2.128060,10.145567,,,,,0,legacy
272,12.952381,far,,458.000,355.000,2.631317,7.616081,,,,,0,legacy
273,13.000000,near,,423.000,419.000,2.146895,10.217570,,,,,0,legacy
273,13.000000,far,,456.000,354.000,2.595537,7.569920,,,,,0,legacy
274,13.047619,near,,422.000,420.000,2.133288,10.253374,,,,,0,legacy
274,13.047619,far,,456.000,354.000,2.595537,7.569920,,,,,0,legacy
275,13.095238,near,,423.000,417.000,2.143459,10.145567,,,,,0,legacy
275,13.095238,far,,457.000,353.000,2.611987,7.523567,,,,,0,legacy
276,13.142857,near,,423.000,417.000,2.143459,10.145567,,,,,0,legacy
276,13.142857,far,,458.000,355.000,2.631317,7.616081,,,,,0,legacy
277,13.190476,near,,423.000,417.000,2.143459,10.145567,,,,,0,legacy
277,13.190476,far,,458.000,351.000,2.627562,7.430277,,,,,0,legacy
278,13.238095,near,,423.000,417.000,2.143459,10.145567,,,,,0,legacy
278,13.238095,far,,459.000,355.000,2.648704,7.616081,,,,,0,legacy
279,13.285714,near,,423.000,415.000,2.139998,10.073032,,,,,0,legacy
279,13.285714,far,,460.000,356.000,2.666948,7.662049,,,,,0,legacy
280,13.333333,near,,423.000,414.000,2.138258,10.036562,,,,,0,legacy
280,13.333333,far,,462.000,354.000,2.700077,7.569920,,,,,0,legacy
281,13.380952,near,,423.000,414.000,2.138258,10.036562,,,,,0,legacy
281,13.380952,far,,461.000,355.000,2.683478,7.616081,,,,,0,legacy
282,13.428571,near,,422.000,414.000,2.122773,10.036562,,,,,0,legacy
282,13.428571,far,,459.000,355.000,2.648704,7.616081,,,,,0,legacy
283,13.476190,near,,421.000,415.000,2.109085,10.073032,,,,,0,legacy
283,13.476190,far,,460.000,353.000,2.664366,7.523567,,,,,0,legacy
284,13.523810,near,,423.000,413.000,2.136512,9.999957,,,,,0,legacy
284,13.523810,far,,464.000,351.000,2.732760,7.430277,,,,,0,legacy
285,13.571429,near,,420.000,414.000,2.091803,10.036562,,,,,0,legacy
285,13.571429,far,,464.000,349.000,2.731302,7.336200,,,,,0,legacy
286,13.619048,near,,420.000,414.000,2.091803,10.036562,,,,,0,legacy
286,13.619048,far,,473.000,350.000,2.890162,7.383337,,,,,0,legacy
287,13.666667,near,,420.000,415.000,2.093629,10.073032,,,,,0,legacy
287,13.666667,far,,479.000,346.000,2.994878,7.193588,,,,,0,legacy
288,13.714286,near,,422.000,417.000,2.128060,10.145567,,,,,0,legacy
288,13.714286,far,,473.000,347.000,2.888966,7.241326,,,,,0,legacy
289,13.761905,near,,422.000,419.000,2.131552,10.217570,,,,,0,legacy
289,13.761905,far,,473.000,348.000,2.889366,7.288863,,,,,0,legacy
290,13.809524,near,,421.000,419.000,2.116209,10.217570,,,,,0,legacy
290,13.809524,far,,472.000,349.000,2.872158,7.336200,,,,,0,legacy
291,13.857143,near,,423.000,419.000,2.146895,10.217570,,,,,0,legacy
291,13.857143,far,,482.000,344.000,3.047905,7.097500,,,,,0,legacy
292,13.904762,near,,425.000,419.000,2.177580,10.217570,,,,,0,legacy
292,13.904762,far,,494.000,345.000,3.261050,7.145646,,,,,0,legacy
293,13.952381,near,,426.000,422.000,2.197777,10.324588,,,,,0,legacy
293,13.952381,far,,492.000,347.000,3.224914,7.241326,,,,,0,legacy
294,14.000000,near,,428.000,422.000,2.228294,10.324588,,,,,0,legacy
294,14.000000,far,,484.000,347.000,3.083462,7.241326,,,,,0,legacy
295,14.047619,near,,430.000,422.000,2.258812,10.324588,,,,,0,legacy
295,14.047619,far,,480.000,347.000,3.012736,7.241326,,,,,0,legacy
296,14.095238,near,,438.000,422.000,2.380882,10.324588,,,,,0,legacy
296,14.095238,far,,484.000,349.000,3.083441,7.336200,,,,,0,legacy
297,14.142857,near,,443.000,423.000,2.458308,10.360001,,,,,0,legacy
297,14.142857,far,,487.000,349.000,3.136262,7.336200,,,,,0,legacy
298,14.190476,near,,447.000,423.000,2.519232,10.360001,,,,,0,legacy
298,14.190476,far,,487.000,352.000,3.135899,7.477020,,,,,0,legacy
299,14.238095,near,,452.000,423.000,2.595386,10.360001,,,,,0,legacy
299,14.238095,far,,490.000,352.000,3.188388,7.477020,,,,,0,legacy
300,14.285714,near,,455.000,422.000,2.640280,10.324588,,,,,0,legacy
300,14.285714,far,,495.000,351.000,3.276284,7.430277,,,,,0,legacy
301,14.333333,near,,459.000,421.000,2.700624,10.289046,,,,,0,legacy
301,14.333333,far,,496.000,346.000,3.296101,7.193588,,,,,0,legacy
302,14.380952,near,,461.000,420.000,2.730561,10.253374,,,,,0,legacy
302,14.380952,far,,495.000,346.000,3.278382,7.193588,,,,,0,legacy
303,14.428571,near,,465.000,419.000,2.791293,10.217570,,,,,0,legacy
303,14.428571,far,,495.000,347.000,3.277959,7.241326,,,,,0,legacy
304,14.476190,near,,467.000,422.000,2.823385,10.324588,,,,,0,legacy
304,14.476190,far,,495.000,347.000,3.277959,7.241326,,,,,0,legacy
305,14.523810,near,,473.000,420.000,2.914337,10.253374,,,,,0,legacy
305,14.523810,far,,497.000,347.000,3.313322,7.241326,,,,,0,legacy
306,14.571429,near,,476.000,421.000,2.960497,10.289046,,,,,0,legacy
306,14.571429,far,,499.000,347.000,3.348685,7.241326,,,,,0,legacy
307,14.619048,near,,484.000,420.000,3.082799,10.253374,,,,,0,legacy
307,14.619048,far,,505.000,346.000,3.455572,7.193588,,,,,0,legacy
308,14.666667,near,,490.000,417.000,3.175219,10.145567,,,,,0,legacy
308,14.666667,far,,508.000,345.000,3.509644,7.145646,,,,,0,legacy
309,14.714286,near,,495.000,418.000,3.251896,10.181635,,,,,0,legacy
309,14.714286,far,,511.000,345.000,3.562914,7.145646,,,,,0,legacy
310,14.761905,near,,501.000,422.000,3.342181,10.324588,,,,,0,legacy
310,14.761905,far,,514.000,344.000,3.617330,7.097500,,,,,0,legacy
311,14.809524,near,,504.000,422.000,3.387957,10.324588,,,,,0,legacy
311,14.809524,far,,517.000,343.000,3.671978,7.049148,,,,,0,legacy
312,14.857143,near,,513.000,422.000,3.525286,10.324588,,,,,0,legacy
312,14.857143,far,,,,,,,,,,0,missing
313,14.904762,near,,514.000,427.000,3.536362,10.500368,,,,,0,legacy
313,14.904762,far,,,,,,,,,,0,missing
314,14.952381,near,,517.000,430.000,3.579005,10.604317,,,,,0,legacy
314,14.952381,far,,,,,,,,,,0,missing
315,15.000000,near,,520.000,430.000,3.624122,10.604317,,,,,0,legacy
315,15.000000,far,,,,,,,,,,0,missing
316,15.047619,near,,523.000,430.000,3.669239,10.604317,,,,,0,legacy
316,15.047619,far,,,,,,,,,,0,missing
317,15.095238,near,,532.000,432.000,3.801984,10.672994,,,,,0,legacy
317,15.095238,far,,,,,,,,,,0,missing
318,15.142857,near,,538.000,431.000,3.893355,10.638717,,,,,0,legacy
318,15.142857,far,,511.000,350.000,3.557819,7.383337,,,,,0,legacy
319,15.190476,near,,543.000,433.000,3.965227,10.707148,,,,,0,legacy
319,15.190476,far,,512.000,350.000,3.575389,7.383337,,,,,0,legacy
320,15.238095,near,,547.000,431.000,4.028462,10.638717,,,,,0,legacy
320,15.238095,far,,514.000,351.000,3.609412,7.430277,,,,,0,legacy
321,15.285714,near,,552.000,430.000,4.105367,10.604317,,,,,0,legacy
321,15.285714,far,,517.000,351.000,3.662011,7.430277,,,,,0,legacy
322,15.333333,near,,555.000,421.000,4.168143,10.289046,,,,,0,legacy
322,15.333333,far,,527.000,350.000,3.838937,7.383337,,,,,0,legacy
323,15.380952,near,,463.000,430.000,2.766904,10.604317,,,,,0,legacy
323,15.380952,far,,527.000,349.000,3.840540,7.336200,,,,,0,legacy
324,15.428571,near,,465.000,433.000,2.798494,10.707148,,,,,0,legacy
324,15.428571,far,,526.000,349.000,3.822933,7.336200,,,,,0,legacy
325,15.476190,near,,466.000,433.000,2.813453,10.707148,,,,,0,legacy
325,15.476190,far,,525.000,349.000,3.805327,7.336200,,,,,0,legacy
326,15.523810,near,,468.000,431.000,2.842523,10.638717,,,,,0,legacy
326,15.523810,far,,530.000,348.000,3.895083,7.288863,,,,,0,legacy
327,15.571429,near,,470.000,432.000,2.872917,10.672994,,,,,0,legacy
327,15.571429,far,,530.000,348.000,3.895083,7.288863,,,,,0,legacy
328,15.619048,near,,469.000,432.000,2.857932,10.672994,,,,,0,legacy
328,15.619048,far,,445.000,322.000,2.355623,5.983830,,,,,0,legacy
329,15.666667,near,,471.000,435.000,2.888922,10.775091,,,,,0,legacy
329,15.666667,far,,445.000,321.000,2.354004,5.930600,,,,,0,legacy
330,15.714286,near,,469.000,440.000,2.861053,10.942844,,,,,0,legacy
330,15.714286,far,,440.000,322.000,2.262275,5.983830,,,,,0,legacy
331,15.761905,near,,470.000,450.000,2.879349,11.269604,,,,,0,legacy
331,15.761905,far,,439.000,324.000,2.247322,6.089579,,,,,0,legacy
332,15.809524,near,,470.000,451.000,2.879694,11.301656,,,,,0,legacy
332,15.809524,far,,441.000,326.000,2.288013,6.194391,,,,,0,legacy
333,15.857143,near,,472.000,446.000,2.907190,11.140273,,,,,0,legacy
333,15.857143,far,,440.000,325.000,2.267713,6.142101,,,,,0,legacy
334,15.904762,near,,474.000,449.000,2.937168,11.237440,,,,,0,legacy
334,15.904762,far,,426.000,334.000,2.029052,6.604511,,,,,0,legacy
335,15.952381,near,,476.000,451.000,2.966640,11.301656,,,,,0,legacy
335,15.952381,far,,425.000,334.000,2.010870,6.604511,,,,,0,legacy
336,16.000000,near,,484.000,451.000,3.082568,11.301656,,,,,0,legacy
336,16.000000,far,,424.000,342.000,2.011275,7.000590,,,,,0,legacy
337,16.047619,near,,490.000,453.000,3.169199,11.365429,,,,,0,legacy
337,16.047619,far,,421.000,341.000,1.955259,6.951823,,,,,0,legacy
338,16.095238,near,,500.000,453.000,3.313607,11.365429,,,,,0,legacy
338,16.095238,far,,425.000,339.000,2.022366,6.853660,,,,,0,legacy
339,16.142857,near,,505.000,450.000,3.387414,11.269604,,,,,0,legacy
339,16.142857,far,,433.000,337.000,2.162309,6.754647,,,,,0,legacy
340,16.190476,near,,516.000,450.000,3.547091,11.269604,,,,,0,legacy
340,16.190476,far,,435.000,336.000,2.196529,6.704818,,,,,0,legacy
341,16.238095,near,,524.000,446.000,3.667314,11.140273,,,,,0,legacy
341,16.238095,far,,441.000,338.000,2.308486,6.804260,,,,,0,legacy
342,16.285714,near,,536.000,446.000,3.842727,11.140273,,,,,0,legacy
342,16.285714,far,,443.000,339.000,2.346116,6.853660,,,,,0,legacy
343,16.333333,near,,554.000,440.000,4.116750,10.942844,,,,,0,legacy
343,16.333333,far,,446.000,339.000,2.400074,6.853660,,,,,0,legacy
344,16.380952,near,,566.000,442.000,4.289740,11.009118,,,,,0,legacy
344,16.380952,far,,448.000,338.000,2.434660,6.804260,,,,,0,legacy
345,16.428571,near,,609.000,450.000,4.897092,11.269604,,,,,0,legacy
345,16.428571,far,,449.000,337.000,2.451332,6.754647,,,,,0,legacy
346,16.476190,near,,609.000,448.000,4.903436,11.205164,,,,,0,legacy
346,16.476190,far,,449.000,337.000,2.451332,6.754647,,,,,0,legacy
347,16.523810,near,,632.000,445.000,5.249833,11.107656,,,,,0,legacy
347,16.523810,far,,450.000,336.000,2.468075,6.704818,,,,,0,legacy
348,16.571429,near,,640.000,439.000,5.391311,10.909531,,,,,0,legacy
348,16.571429,far,,451.000,335.000,2.484892,6.654773,,,,,0,legacy
349,16.619048,near,,647.000,439.000,5.494904,10.909531,,,,,0,legacy
349,16.619048,far,,459.000,335.000,2.630031,6.654773,,,,,0,legacy
350,16.666667,near,,652.000,438.000,5.573321,10.876100,,,,,0,legacy
350,16.666667,far,,465.000,334.000,2.738146,6.604511,,,,,0,legacy
351,16.714286,near,,652.000,437.000,5.577757,10.842550,,,,,0,legacy
351,16.714286,far,,472.000,333.000,2.864955,6.554029,,,,,0,legacy
352,16.761905,near,,650.000,435.000,5.556868,10.775091,,,,,0,legacy
352,16.761905,far,,492.000,346.000,3.225225,7.193588,,,,,0,legacy
353,16.809524,near,,646.000,434.000,5.501573,10.741180,,,,,0,legacy
353,16.809524,far,,491.000,343.000,3.208332,7.049148,,,,,0,legacy
354,16.857143,near,,631.000,434.000,5.277603,10.741180,,,,,0,legacy
354,16.857143,far,,500.000,339.000,3.371326,6.853660,,,,,0,legacy
355,16.904762,near,,625.000,432.000,5.195584,10.672994,,,,,0,legacy
355,16.904762,far,,504.000,341.000,3.441706,6.951823,,,,,0,legacy
356,16.952381,near,,627.000,436.000,5.210255,10.808880,,,,,0,legacy
356,16.952381,far,,511.000,345.000,3.562914,7.145646,,,,,0,legacy
357,17.000000,near,,627.000,436.000,5.210255,10.808880,,,,,0,legacy
357,17.000000,far,,517.000,347.000,3.666952,7.241326,,,,,0,legacy
358,17.047619,near,,626.000,439.000,5.184124,10.909531,,,,,0,legacy
358,17.047619,far,,523.000,347.000,3.773041,7.241326,,,,,0,legacy
359,17.095238,near,,617.000,440.000,5.047443,10.942844,,,,,0,legacy
359,17.095238,far,,526.000,353.000,3.816709,7.523567,,,,,0,legacy
360,17.142857,near,,614.000,440.000,5.003124,10.942844,,,,,0,legacy
360,17.142857,far,,530.000,353.000,3.886547,7.523567,,,,,0,legacy
361,17.190476,near,,606.000,438.000,4.891354,10.876100,,,,,0,legacy
361,17.190476,far,,529.000,350.000,3.874077,7.383337,,,,,0,legacy
362,17.238095,near,,597.000,438.000,4.757926,10.876100,,,,,0,legacy
362,17.238095,far,,532.000,350.000,3.926787,7.383337,,,,,0,legacy
363,17.285714,near,,588.000,440.000,4.619029,10.942844,,,,,0,legacy
363,17.285714,far,,537.000,352.000,4.010714,7.477020,,,,,0,legacy
364,17.333333,near,,562.000,441.000,4.232891,10.976039,,,,,0,legacy
364,17.333333,far,,538.000,361.000,4.010636,7.889055,,,,,0,legacy
365,17.380952,near,,555.000,449.000,4.115022,11.237440,,,,,0,legacy
365,17.380952,far,,542.000,366.000,4.069142,8.111442,,,,,0,legacy
366,17.428571,near,,547.000,450.000,3.997092,11.269604,,,,,0,legacy
366,17.428571,far,,548.000,367.000,4.168909,8.155377,,,,,0,legacy
367,17.476190,near,,542.000,450.000,3.924511,11.269604,,,,,0,legacy
367,17.476190,far,,565.000,349.000,4.509605,7.336200,,,,,0,legacy
368,17.523810,near,,540.000,450.000,3.895479,11.269604,,,,,0,legacy
368,17.523810,far,,565.000,341.000,4.534155,6.951823,,,,,0,legacy
369,17.571429,near,,538.000,446.000,3.871963,11.140273,,,,,0,legacy
369,17.571429,far,,566.000,335.000,4.571269,6.654773,,,,,0,legacy
