frame,time_s,role,speed_mps,cumulative_distance_m,rally_distance_m,max_speed_so_far_mps
235,11.190476,near,2.241000,31.389000,31.389000,2.241000
235,11.190476,far,1.522000,19.719000,19.719000,1.522000
236,11.238095,near,2.280000,31.467000,31.467000,2.280000
236,11.238095,far,2.100000,19.884000,19.884000,2.100000
237,11.285714,near,1.569000,31.502000,31.502000,1.569000
237,11.285714,far,1.971000,19.935000,19.935000,1.971000
238,11.333333,near,1.369000,31.650000,31.650000,1.369000
238,11.333333,far,1.908000,19.935000,19.935000,1.908000
239,11.380952,near,1.653000,31.731000,31.731000,1.653000
239,11.380952,far,2.054000,19.995000,19.995000,2.054000
240,11.428571,near,1.693000,31.774000,31.774000,1.693000
240,11.428571,far,1.528000,20.055000,20.055000,1.528000
241,11.476190,near,1.604000,31.847000,31.847000,1.604000
241,11.476190,far,1.363000,20.108000,20.108000,1.363000
242,11.523810,near,2.227000,32.104000,32.104000,2.227000
242,11.523810,far,1.567000,20.332000,20.332000,1.567000
243,11.571429,near,2.743000,32.286000,32.286000,2.743000
243,11.571429,far,1.782000,20.444000,20.444000,1.782000
244,11.619048,near,3.278000,32.586000,32.586000,3.278000
244,11.619048,far,2.038000,20.517000,20.517000,2.038000
245,11.666667,near,3.531000,32.740000,32.740000,3.531000
245,11.666667,far,2.011000,20.569000,20.569000,2.011000
246,11.714286,near,3.969000,32.909000,32.909000,3.969000
246,11.714286,far,1.802000,20.569000,20.569000,1.802000
247,11.761905,near,4.300000,33.076000,33.076000,4.300000
247,11.761905,far,1.953000,20.666000,20.666000,1.953000
248,11.809524,near,3.583000,33.127000,33.127000,3.583000
248,11.809524,far,1.565000,20.779000,20.779000,1.565000
249,11.857143,near,3.073000,33.164000,33.164000,3.073000
249,11.857143,far,1.353000,20.831000,20.831000,1.353000
250,11.904762,near,2.202000,33.215000,33.215000,2.202000
250,11.904762,far,1.439000,20.929000,20.929000,1.439000
251,11.952381,near,1.785000,33.250000,33.250000,1.785000
251,11.952381,far,1.608000,21.029000,21.029000,1.608000
252,12.000000,near,1.346000,33.293000,33.293000,1.346000
252,12.000000,far,1.773000,21.076000,21.076000,1.773000
253,12.047619,near,1.048000,33.375000,33.375000,1.048000
253,12.047619,far,1.635000,21.134000,21.134000,1.635000
254,12.095238,near,1.681000,33.608000,33.608000,1.681000
254,12.095238,far,1.572000,21.228000,21.228000,1.572000
255,12.142857,near,1.982000,33.730000,33.730000,1.982000
255,12.142857,far,1.390000,21.228000,21.228000,1.390000
256,12.190476,near,2.506000,33.932000,33.932000,2.506000
256,12.190476,far,2.046000,21.513000,21.513000,2.046000
257,12.238095,near,3.171000,34.156000,34.156000,3.171000
257,12.238095,far,2.043000,21.613000,21.613000,2.043000
258,12.285714,near,3.492000,34.291000,34.291000,3.492000
258,12.285714,far,2.126000,21.683000,21.683000,2.126000
259,12.333333,near,4.401000,34.633000,34.633000,4.401000
259,12.333333,far,2.420000,21.825000,21.825000,2.420000
260,12.380952,near,4.132000,34.788000,34.788000,4.132000
260,12.380952,far,2.276000,21.878000,21.878000,2.276000
261,12.428571,near,3.702000,34.788000,34.788000,3.702000
261,12.428571,far,2.276000,21.878000,21.878000,2.276000
262,12.476190,near,3.153000,34.832000,34.832000,3.153000
262,12.476190,far,1.868000,22.047000,22.047000,1.868000
263,12.523810,near,2.369000,34.832000,34.832000,2.369000
263,12.523810,far,1.650000,22.084000,22.084000,1.650000
264,12.571429,near,2.008000,34.865000,34.865000,2.008000
264,12.571429,far,1.956000,22.242000,22.242000,1.956000
265,12.619048,near,2.007000,35.206000,35.206000,2.007000
265,12.619048,far,1.460000,22.242000,22.242000,1.460000
266,12.666667,near,1.970000,35.351000,35.351000,1.970000
266,12.666667,far,2.061000,22.467000,22.467000,2.061000
267,12.714286,near,2.867000,35.607000,35.607000,2.867000
267,12.714286,far,2.862000,22.696000,22.696000,2.862000
268,12.761905,near,3.283000,35.770000,35.770000,3.283000
268,12.761905,far,2.683000,22.814000,22.814000,2.683000
269,12.809524,near,3.699000,35.889000,35.889000,3.699000
269,12.809524,far,2.554000,22.814000,22.814000,2.554000
270,12.857143,near,3.926000,35.986000,35.986000,3.926000
270,12.857143,far,2.184000,22.866000,22.866000,2.184000
271,12.904762,near,2.870000,36.026000,36.026000,2.870000
271,12.904762,far,2.676000,23.007000,23.007000,2.676000
272,12.952381,near,2.534000,36.075000,36.075000,2.534000
272,12.952381,far,1.950000,23.024000,23.024000,1.950000
273,13.000000,near,1.897000,36.149000,36.149000,1.897000
273,13.000000,far,1.353000,23.083000,23.083000,1.353000
274,13.047619,near,1.460000,36.188000,36.188000,1.460000
274,13.047619,far,0.941000,23.083000,23.083000,0.941000
275,13.095238,near,1.424000,36.296000,36.296000,1.424000
275,13.095238,far,1.113000,23.132000,23.132000,1.113000
276,13.142857,near,1.083000,36.296000,36.296000,1.083000
276,13.142857,far,1.260000,23.226000,23.226000,1.260000
277,13.190476,near,0.943000,36.296000,36.296000,0.943000
277,13.190476,far,1.419000,23.412000,23.412000,1.419000
278,13.238095,near,0.774000,36.296000,36.296000,0.774000
278,13.238095,far,2.012000,23.599000,23.599000,2.012000
279,13.285714,near,0.767000,36.368000,36.368000,0.767000
279,13.285714,far,1.981000,23.649000,23.649000,1.981000
280,13.333333,near,0.761000,36.405000,36.405000,0.761000
280,13.333333,far,2.324000,23.747000,23.747000,2.324000
281,13.380952,near,0.382000,36.405000,36.405000,0.382000
281,13.380952,far,2.323000,23.796000,23.796000,2.323000
282,13.428571,near,0.436000,36.420000,36.420000,0.436000
282,13.428571,far,2.114000,23.830000,23.830000,2.114000
283,13.476190,near,0.572000,36.459000,36.459000,0.572000
283,13.476190,far,1.792000,23.924000,23.924000,1.792000
284,13.523810,near,0.846000,36.537000,36.537000,0.846000
284,13.523810,far,1.542000,24.040000,24.040000,1.542000
285,13.571429,near,0.794000,36.595000,36.595000,0.794000
285,13.571429,far,1.699000,24.134000,24.134000,1.699000
286,13.619048,near,0.666000,36.595000,36.595000,0.666000
286,13.619048,far,1.936000,24.300000,24.300000,1.936000
287,13.666667,near,0.794000,36.632000,36.632000,0.794000
287,13.666667,far,2.523000,24.516000,24.516000,2.523000
288,13.714286,near,1.021000,36.712000,36.712000,1.021000
288,13.714286,far,2.808000,24.633000,24.633000,2.808000
289,13.761905,near,1.137000,36.784000,36.784000,1.137000
289,13.761905,far,2.646000,24.680000,24.680000,2.646000
290,13.809524,near,0.917000,36.799000,36.799000,0.917000
290,13.809524,far,2.417000,24.730000,24.730000,2.417000
291,13.857143,near,0.822000,36.830000,36.830000,0.822000
291,13.857143,far,3.125000,25.027000,25.027000,3.125000
292,13.904762,near,0.930000,36.861000,36.861000,0.930000
292,13.904762,far,3.310000,25.245000,25.245000,3.310000
293,13.952381,near,1.183000,36.970000,36.970000,1.183000
293,13.952381,far,2.910000,25.348000,25.348000,2.910000
294,14.000000,near,1.009000,37.000000,37.000000,1.009000
294,14.000000,far,2.998000,25.489000,25.489000,2.998000
295,14.047619,near,0.863000,37.031000,37.031000,0.863000
295,14.047619,far,3.079000,25.560000,25.560000,3.079000
296,14.095238,near,1.237000,37.153000,37.153000,1.237000
296,14.095238,far,3.317000,25.678000,25.678000,3.317000
297,14.142857,near,1.427000,37.238000,37.238000,1.427000
297,14.142857,far,2.464000,25.731000,25.731000,2.464000
298,14.190476,near,1.533000,37.299000,37.299000,1.533000
298,14.190476,far,2.192000,25.872000,25.872000,2.192000
299,14.238095,near,1.419000,37.375000,37.375000,1.419000
299,14.238095,far,2.018000,25.924000,25.924000,2.018000
300,14.285714,near,1.512000,37.432000,37.432000,1.512000
300,14.285714,far,1.872000,26.024000,26.024000,1.872000
301,14.333333,near,1.650000,37.502000,37.502000,1.650000
301,14.333333,far,2.455000,26.261000,26.261000,2.455000
302,14.380952,near,1.386000,37.549000,37.549000,1.386000
302,14.380952,far,2.103000,26.279000,26.279000,2.103000
303,14.428571,near,1.335000,37.619000,37.619000,1.335000
303,14.428571,far,2.085000,26.327000,26.327000,2.085000
304,14.476190,near,1.513000,37.731000,37.731000,1.513000
304,14.476190,far,1.593000,26.327000,26.327000,1.593000
305,14.523810,near,1.650000,37.847000,37.847000,1.650000
305,14.523810,far,1.533000,26.362000,26.362000,1.533000
306,14.571429,near,1.654000,37.905000,37.905000,1.654000
306,14.571429,far,1.308000,26.398000,26.398000,1.308000
307,14.619048,near,1.855000,38.032000,38.032000,1.855000
307,14.619048,far,0.886000,26.515000,26.515000,0.886000
308,14.666667,near,2.189000,38.174000,38.174000,2.189000
308,14.666667,far,1.077000,26.587000,26.587000,1.077000
309,14.714286,near,2.239000,38.259000,38.259000,2.239000
309,14.714286,far,1.097000,26.640000,26.640000,1.097000
310,14.761905,near,2.440000,38.428000,38.428000,2.440000
310,14.761905,far,1.351000,26.713000,26.713000,1.351000
311,14.809524,near,2.196000,38.474000,38.474000,2.196000
311,14.809524,far,1.483000,26.786000,26.786000,1.483000
312,14.857143,near,2.472000,38.611000,38.611000,2.472000
312,14.857143,far,1.359000,26.786000,26.786000,1.359000
313,14.904762,near,2.643000,38.787000,38.787000,2.643000
313,14.904762,far,0.949000,26.786000,26.786000,0.949000
314,14.952381,near,2.539000,38.900000,38.900000,2.539000
314,14.952381,far,0.696000,26.786000,26.786000,0.696000
315,15.000000,near,2.400000,38.945000,38.945000,2.400000
315,15.000000,far,0.510000,26.786000,26.786000,0.510000
316,15.047619,near,1.966000,38.990000,38.990000,1.966000
316,15.047619,far,0.255000,26.786000,26.786000,0.255000
317,15.095238,near,2.329000,39.139000,39.139000,2.329000
317,15.095238,far,0.000000,26.786000,26.786000,0.000000
318,15.142857,near,2.190000,39.237000,39.237000,2.190000
318,15.142857,far,0.177000,27.139000,27.139000,0.177000
319,15.190476,near,1.921000,39.336000,39.336000,1.921000
319,15.190476,far,0.238000,27.157000,27.157000,0.238000
320,15.238095,near,1.854000,39.429000,39.429000,1.854000
320,15.238095,far,0.441000,27.215000,27.215000,0.441000
321,15.285714,near,1.991000,39.514000,39.514000,1.991000
321,15.285714,far,0.625000,27.267000,27.267000,0.625000
322,15.333333,near,2.958000,39.835000,39.835000,2.958000
322,15.333333,far,1.266000,27.450000,27.450000,1.266000
323,15.380952,near,2.435000,39.835000,39.835000,2.435000
323,15.380952,far,1.431000,27.497000,27.497000,1.431000
324,15.428571,near,2.470000,39.943000,39.943000,2.470000
324,15.428571,far,1.316000,27.515000,27.515000,1.316000
325,15.476190,near,2.175000,39.958000,39.958000,2.175000
325,15.476190,far,1.316000,27.533000,27.533000,1.316000
326,15.523810,near,2.109000,40.032000,40.032000,2.109000
326,15.523810,far,1.468000,27.634000,27.634000,1.468000
327,15.571429,near,1.975000,40.078000,40.078000,1.975000
327,15.571429,far,1.284000,27.634000,27.634000,1.284000
328,15.619048,near,0.902000,40.093000,40.093000,0.902000
328,15.619048,far,0.643000,27.634000,27.634000,0.643000
329,15.666667,near,1.275000,40.199000,40.199000,1.275000
329,15.666667,far,0.665000,27.687000,27.687000,0.665000
330,15.714286,near,1.494000,40.370000,40.370000,1.494000
330,15.714286,far,0.974000,27.793000,27.793000,0.974000
331,15.761905,near,2.587000,40.697000,40.697000,2.587000
331,15.761905,far,1.287000,27.900000,27.900000,1.287000
332,15.809524,near,2.439000,40.729000,40.729000,2.439000
332,15.809524,far,1.325000,28.013000,28.013000,1.325000
333,15.857143,near,2.852000,40.893000,40.893000,2.852000
333,15.857143,far,1.521000,28.069000,28.069000,1.521000
334,15.904762,near,3.155000,40.994000,40.994000,3.155000
334,15.904762,far,1.521000,28.069000,28.069000,1.521000
335,15.952381,near,3.029000,41.065000,41.065000,3.029000
335,15.952381,far,1.398000,28.087000,28.087000,1.398000
336,16.000000,near,2.840000,41.181000,41.181000,2.840000
336,16.000000,far,2.414000,28.483000,28.483000,2.414000
337,16.047619,near,2.071000,41.288000,41.288000,2.071000
337,16.047619,far,2.300000,28.557000,28.557000,2.300000
338,16.095238,near,2.464000,41.433000,41.433000,2.464000
338,16.095238,far,2.322000,28.676000,28.676000,2.322000
339,16.142857,near,2.314000,41.554000,41.554000,2.314000
339,16.142857,far,2.726000,28.848000,28.848000,2.726000
340,16.190476,near,2.517000,41.713000,41.713000,2.517000
340,16.190476,far,2.938000,28.908000,28.908000,2.938000
341,16.238095,near,2.888000,41.890000,41.890000,2.888000
341,16.238095,far,3.398000,29.058000,29.058000,3.398000
342,16.285714,near,3.096000,42.065000,42.065000,3.096000
342,16.285714,far,2.229000,29.120000,29.120000,2.229000
343,16.333333,near,3.902000,42.403000,42.403000,3.902000
343,16.333333,far,2.158000,29.174000,29.174000,2.158000
344,16.380952,near,4.045000,42.588000,42.588000,4.045000
344,16.380952,far,1.953000,29.234000,29.234000,1.953000
345,16.428571,near,3.621000,42.588000,42.588000,3.621000
345,16.428571,far,1.536000,29.286000,29.286000,1.536000
346,16.476190,near,3.289000,42.653000,42.653000,3.289000
346,16.476190,far,1.325000,29.286000,29.286000,1.325000
347,16.523810,near,3.931000,43.013000,43.013000,3.931000
347,16.523810,far,0.984000,29.339000,29.339000,0.984000
348,16.571429,near,4.169000,43.257000,43.257000,4.169000
348,16.571429,far,0.952000,29.392000,29.392000,0.952000
349,16.619048,near,3.349000,43.360000,43.360000,3.349000
349,16.619048,far,1.271000,29.537000,29.537000,1.271000
350,16.666667,near,2.999000,43.445000,43.445000,2.999000
350,16.666667,far,1.477000,29.656000,29.656000,1.477000
351,16.714286,near,3.118000,43.479000,43.479000,3.118000
351,16.714286,far,1.772000,29.793000,29.793000,1.772000
352,16.761905,near,3.138000,43.550000,43.550000,3.138000
352,16.761905,far,1.772000,29.793000,29.793000,1.772000
353,16.809524,near,2.106000,43.615000,43.615000,2.106000
353,16.809524,far,2.097000,29.938000,29.938000,2.097000
354,16.857143,near,2.037000,43.839000,43.839000,2.037000
354,16.857143,far,2.803000,30.193000,30.193000,2.803000
355,16.904762,near,2.048000,43.945000,43.945000,2.048000
355,16.904762,far,2.718000,30.313000,30.313000,2.718000
356,16.952381,near,2.228000,44.082000,44.082000,2.228000
356,16.952381,far,3.100000,30.542000,30.542000,3.100000
357,17.000000,near,2.110000,44.082000,44.082000,2.110000
357,17.000000,far,3.117000,30.683000,30.683000,3.117000
358,17.047619,near,2.227000,44.186000,44.186000,2.227000
358,17.047619,far,3.489000,30.789000,30.789000,3.489000
359,17.095238,near,2.492000,44.327000,44.327000,2.492000
359,17.095238,far,3.979000,31.075000,31.075000,3.979000
360,17.142857,near,1.863000,44.371000,44.371000,1.863000
360,17.142857,far,3.333000,31.145000,31.145000,3.333000
361,17.190476,near,1.945000,44.501000,44.501000,1.945000
361,17.190476,far,3.403000,31.286000,31.286000,3.403000
362,17.238095,near,1.934000,44.635000,44.635000,1.934000
362,17.238095,far,2.787000,31.338000,31.338000,2.787000
363,17.285714,near,2.473000,44.789000,44.789000,2.473000
363,17.285714,far,2.733000,31.464000,31.464000,2.733000
364,17.333333,near,3.466000,45.176000,45.176000,3.466000
364,17.333333,far,3.804000,31.876000,31.876000,3.804000
365,17.380952,near,3.977000,45.463000,45.463000,3.977000
365,17.380952,far,3.609000,32.106000,32.106000,3.609000
366,17.428571,near,4.250000,45.585000,45.585000,4.250000
366,17.428571,far,3.746000,32.215000,32.215000,3.746000
367,17.476190,near,4.048000,45.658000,45.658000,4.048000
367,17.476190,far,3.253000,32.215000,32.215000,3.253000
368,17.523810,near,3.683000,45.687000,45.687000,3.683000
368,17.523810,far,4.417000,32.600000,32.600000,4.417000
369,17.571429,near,3.604000,45.818000,45.818000,3.604000
369,17.571429,far,5.024000,32.900000,32.900000,5.024000
370,17.619048,near,2.247000,45.818000,45.818000,2.247000
370,17.619048,far,4.679000,33.213000,33.213000,4.679000
371,17.666667,near,1.631000,45.929000,45.929000,1.631000
371,17.666667,far,4.785000,33.473000,33.473000,4.785000
372,17.714286,near,2.186000,46.210000,46.210000,2.186000
372,17.714286,far,5.147000,33.686000,33.686000,5.147000
373,17.761905,near,2.464000,46.362000,46.362000,2.464000
373,17.761905,far,5.715000,33.848000,33.848000,5.715000
374,17.809524,near,2.624000,46.437000,46.437000,2.624000
374,17.809524,far,4.749000,33.957000,33.957000,4.749000
375,17.857143,near,2.542000,46.545000,46.545000,2.542000
375,17.857143,far,3.901000,34.014000,34.014000,3.901000
376,17.904762,near,2.704000,46.591000,46.591000,2.704000
376,17.904762,far,2.995000,34.069000,34.069000,2.995000
377,17.952381,near,2.561000,46.661000,46.661000,2.561000
377,17.952381,far,2.084000,34.069000,34.069000,2.084000
378,18.000000,near,1.704000,46.697000,46.697000,1.704000
378,18.000000,far,1.520000,34.120000,34.120000,1.520000
379,18.047619,near,1.333000,46.743000,46.743000,1.333000
379,18.047619,far,0.953000,34.120000,34.120000,0.953000
380,18.095238,near,2.055000,47.024000,47.024000,2.055000
380,18.095238,far,0.893000,34.212000,34.212000,0.893000
381,18.142857,near,1.963000,47.105000,47.105000,1.963000
381,18.142857,far,0.864000,34.261000,34.261000,0.864000
382,18.190476,near,2.247000,47.233000,47.233000,2.247000
382,18.190476,far,0.870000,34.317000,34.317000,0.870000
383,18.238095,near,2.394000,47.345000,47.345000,2.394000
383,18.238095,far,1.196000,34.410000,34.410000,1.196000
384,18.285714,near,2.596000,47.439000,47.439000,2.596000
384,18.285714,far,1.198000,34.462000,34.462000,1.198000
385,18.333333,near,3.443000,47.727000,47.727000,3.443000
385,18.333333,far,1.366000,34.511000,34.511000,1.366000
386,18.380952,near,2.970000,47.872000,47.872000,2.970000
386,18.380952,far,1.365000,34.602000,34.602000,1.365000
387,18.428571,near,3.004000,47.964000,47.964000,3.004000
387,18.428571,far,1.354000,34.648000,34.648000,1.354000
388,18.476190,near,2.726000,48.012000,48.012000,2.726000
388,18.476190,far,1.663000,34.792000,34.792000,1.663000
389,18.523810,near,2.853000,48.160000,48.160000,2.853000
389,18.523810,far,1.459000,34.827000,34.827000,1.459000
390,18.571429,near,3.216000,48.357000,48.357000,3.216000
390,18.571429,far,1.526000,34.898000,34.898000,1.526000
391,18.619048,near,2.430000,48.421000,48.421000,2.430000
391,18.619048,far,1.680000,34.990000,34.990000,1.680000
392,18.666667,near,1.977000,48.437000,48.437000,1.977000
392,18.666667,far,1.698000,35.087000,35.087000,1.698000
393,18.714286,near,1.792000,48.476000,48.476000,1.792000
393,18.714286,far,1.539000,35.087000,35.087000,1.539000
394,18.761905,near,1.806000,48.528000,48.528000,1.806000
394,18.761905,far,1.525000,35.228000,35.228000,1.525000
395,18.809524,near,1.437000,48.570000,48.570000,1.437000
395,18.809524,far,1.655000,35.300000,35.300000,1.655000
396,18.857143,near,1.365000,48.747000,48.747000,1.365000
396,18.857143,far,1.861000,35.430000,35.430000,1.861000
397,18.904762,near,1.640000,48.890000,48.890000,1.640000
397,18.904762,far,1.782000,35.500000,35.500000,1.782000
398,18.952381,near,1.847000,48.965000,48.965000,1.847000
398,18.952381,far,1.688000,35.570000,35.570000,1.688000
399,19.000000,near,2.289000,49.130000,49.130000,2.289000
399,19.000000,far,2.429000,35.781000,35.781000,2.429000
400,19.047619,near,2.493000,49.240000,49.240000,2.493000
400,19.047619,far,2.187000,35.853000,35.853000,2.187000
401,19.095238,near,3.576000,49.592000,49.592000,3.576000
401,19.095238,far,2.230000,35.937000,35.937000,2.230000
402,19.142857,near,3.641000,49.788000,49.788000,3.641000
402,19.142857,far,2.493000,36.142000,36.142000,2.493000
403,19.190476,near,3.495000,49.888000,49.888000,3.495000
403,19.190476,far,2.711000,36.274000,36.274000,2.711000
404,19.238095,near,3.501000,49.965000,49.965000,3.501000
404,19.238095,far,3.301000,36.513000,36.513000,3.301000
405,19.285714,near,3.193000,50.042000,50.042000,3.193000
405,19.285714,far,2.900000,36.610000,36.610000,2.900000
406,19.333333,near,3.765000,50.316000,50.316000,3.765000
406,19.333333,far,3.416000,36.829000,36.829000,3.416000
407,19.380952,near,2.692000,50.361000,50.361000,2.692000
407,19.380952,far,3.433000,36.918000,36.918000,3.433000
408,19.428571,near,2.276000,50.438000,50.438000,2.276000
408,19.428571,far,3.072000,37.020000,37.020000,3.072000
409,19.476190,near,2.167000,50.507000,50.507000,2.167000
409,19.476190,far,2.611000,37.020000,37.020000,2.611000
410,19.523810,near,2.188000,50.590000,50.590000,2.188000
410,19.523810,far,2.705000,37.286000,37.286000,2.705000
411,19.571429,near,2.185000,50.666000,50.666000,2.185000
411,19.571429,far,2.913000,37.442000,37.442000,2.913000
412,19.619048,near,1.814000,50.834000,50.834000,1.814000
412,19.619048,far,3.200000,37.743000,37.743000,3.200000
413,19.666667,near,2.992000,51.216000,51.216000,2.992000
413,19.666667,far,3.160000,37.821000,37.821000,3.160000
414,19.714286,near,3.419000,51.415000,51.415000,3.419000
414,19.714286,far,3.193000,37.932000,37.932000,3.193000
415,19.761905,near,3.291000,51.448000,51.448000,3.291000
415,19.761905,far,3.193000,37.932000,37.932000,3.193000
416,19.809524,near,3.359000,51.550000,51.550000,3.359000
416,19.809524,far,3.010000,38.146000,38.146000,3.010000
417,19.857143,near,3.437000,51.648000,51.648000,3.437000
417,19.857143,far,2.882000,38.266000,38.266000,2.882000
418,19.904762,near,3.003000,51.692000,51.692000,3.003000
418,19.904762,far,2.901000,38.572000,38.572000,2.901000
419,19.952381,near,1.947000,51.772000,51.772000,1.947000
419,19.952381,far,3.711000,38.881000,38.881000,3.711000
420,20.000000,near,1.456000,51.831000,51.831000,1.456000
420,20.000000,far,3.383000,38.899000,38.899000,3.383000
421,20.047619,near,1.620000,51.910000,51.910000,1.620000
421,20.047619,far,3.571000,38.953000,38.953000,3.571000
422,20.095238,near,1.981000,52.116000,52.116000,1.981000
422,20.095238,far,2.996000,39.002000,39.002000,2.996000
423,20.142857,near,2.145000,52.261000,52.261000,2.145000
423,20.142857,far,2.640000,39.020000,39.020000,2.640000
424,20.190476,near,2.467000,52.397000,52.397000,2.467000
424,20.190476,far,1.630000,39.038000,39.038000,1.630000
425,20.238095,near,2.599000,52.515000,52.515000,2.599000
425,20.238095,far,0.611000,39.056000,39.056000,0.611000
426,20.285714,near,3.076000,52.710000,52.710000,3.076000
426,20.285714,far,0.611000,39.074000,39.074000,0.611000
427,20.333333,near,4.253000,53.126000,53.126000,4.253000
427,20.333333,far,0.486000,39.092000,39.092000,0.486000
428,20.380952,near,4.133000,53.297000,53.297000,4.133000
428,20.380952,far,0.794000,39.229000,39.229000,0.794000
429,20.428571,near,4.240000,53.473000,53.473000,4.240000
429,20.428571,far,1.072000,39.326000,39.326000,1.072000
430,20.476190,near,4.478000,53.676000,53.676000,4.478000
430,20.476190,far,1.180000,39.375000,39.375000,1.180000
431,20.523810,near,4.959000,53.932000,53.932000,4.959000
431,20.523810,far,1.288000,39.424000,39.424000,1.288000
432,20.571429,near,4.749000,54.067000,54.067000,4.749000
432,20.571429,far,1.405000,39.475000,39.475000,1.405000
433,20.619048,near,3.659000,54.171000,54.171000,3.659000
433,20.619048,far,2.387000,39.773000,39.773000,2.387000
434,20.666667,near,3.161000,54.200000,54.200000,3.161000
434,20.666667,far,2.075000,39.821000,39.821000,2.075000
435,20.714286,near,2.727000,54.252000,54.252000,2.727000
435,20.714286,far,1.901000,39.869000,39.869000,1.901000
436,20.761905,near,2.219000,54.310000,54.310000,2.219000
436,20.761905,far,2.238000,40.014000,40.014000,2.238000
437,20.809524,near,1.487000,54.357000,54.357000,1.487000
437,20.809524,far,2.268000,40.072000,40.072000,2.268000
438,20.857143,near,1.628000,54.532000,54.532000,1.628000
438,20.857143,far,2.748000,40.260000,40.260000,2.748000
439,20.904762,near,1.899000,54.714000,54.714000,1.899000
439,20.904762,far,2.207000,40.404000,40.404000,2.207000
440,20.952381,near,2.104000,54.801000,54.801000,2.104000
440,20.952381,far,2.416000,40.512000,40.512000,2.416000
441,21.000000,near,2.697000,55.022000,55.022000,2.697000
441,21.000000,far,2.370000,40.546000,40.546000,2.370000
442,21.047619,near,3.008000,55.170000,55.170000,3.008000
442,21.047619,far,2.150000,40.628000,40.628000,2.150000
443,21.095238,near,4.146000,55.541000,55.541000,4.146000
443,21.095238,far,2.558000,40.802000,40.802000,2.558000
444,21.142857,near,4.092000,55.701000,55.701000,4.092000
444,21.142857,far,2.204000,40.890000,40.890000,2.204000
445,21.190476,near,3.641000,55.754000,55.754000,3.641000
445,21.190476,far,1.944000,40.959000,40.959000,1.944000
446,21.238095,near,3.490000,55.798000,55.798000,3.490000
446,21.238095,far,1.688000,40.994000,40.994000,1.688000
447,21.285714,near,2.952000,55.866000,55.866000,2.952000
447,21.285714,far,1.738000,41.043000,41.043000,1.738000
448,21.333333,near,3.585000,56.194000,56.194000,3.585000
448,21.333333,far,2.113000,41.232000,41.232000,2.113000
449,21.380952,near,2.492000,56.253000,56.253000,2.492000
449,21.380952,far,2.021000,41.380000,41.380000,2.021000
450,21.428571,near,2.895000,56.528000,56.528000,2.895000
450,21.428571,far,2.423000,41.582000,41.582000,2.423000
451,21.476190,near,3.165000,56.658000,56.658000,3.165000
451,21.476190,far,2.179000,41.582000,41.582000,2.179000
452,21.523810,near,3.803000,56.885000,56.885000,3.803000
452,21.523810,far,2.057000,41.582000,41.582000,2.057000
453,21.571429,near,4.258000,57.082000,57.082000,4.258000
453,21.571429,far,1.885000,41.582000,41.582000,1.885000
454,21.619048,near,3.365000,57.155000,57.155000,3.365000
454,21.619048,far,1.225000,41.582000,41.582000,1.225000
455,21.666667,near,3.158000,57.155000,57.155000,3.158000
455,21.666667,far,1.440000,42.629000,42.629000,1.440000
456,21.714286,near,2.316000,57.190000,57.190000,2.316000
456,21.714286,far,0.917000,42.682000,42.682000,0.917000
457,21.761905,near,2.108000,57.261000,57.261000,2.108000
457,21.761905,far,1.090000,42.731000,42.731000,1.090000
458,21.809524,near,1.465000,57.303000,57.303000,1.465000
458,21.809524,far,1.421000,42.826000,42.826000,1.421000
459,21.857143,near,0.773000,57.303000,57.303000,0.773000
459,21.857143,far,1.666000,42.896000,42.896000,1.666000
460,21.904762,near,0.518000,57.303000,57.303000,0.518000
460,21.904762,far,1.727000,42.913000,42.913000,1.727000
461,21.952381,near,0.979000,57.435000,57.435000,0.979000
461,21.952381,far,1.116000,42.948000,42.948000,1.116000
462,22.000000,near,1.229000,57.541000,57.541000,1.229000
462,22.000000,far,0.994000,42.966000,42.966000,0.994000
463,22.047619,near,1.187000,57.600000,57.600000,1.187000
463,22.047619,far,0.882000,42.983000,42.983000,0.882000
464,22.095238,near,2.137000,57.914000,57.914000,2.137000
464,22.095238,far,2.049000,43.411000,43.411000,2.049000
465,22.142857,near,3.556000,58.319000,58.319000,3.556000
465,22.142857,far,1.804000,43.411000,43.411000,1.804000
466,22.190476,near,4.921000,58.709000,58.709000,4.921000
466,22.190476,far,2.427000,43.607000,43.607000,2.427000
467,22.238095,near,4.460000,58.709000,58.709000,4.460000
467,22.238095,far,2.639000,43.702000,43.702000,2.639000
468,22.285714,near,4.956000,58.957000,58.957000,4.956000
468,22.285714,far,3.095000,43.850000,43.850000,3.095000
469,22.333333,near,4.749000,58.957000,58.957000,4.749000
469,22.333333,far,3.717000,44.045000,44.045000,3.717000
470,22.380952,near,4.589000,59.225000,59.225000,4.589000
470,22.380952,far,2.545000,44.138000,44.138000,2.545000
471,22.428571,near,3.634000,59.358000,59.358000,3.634000
471,22.428571,far,3.189000,44.322000,44.322000,3.189000
472,22.476190,near,2.361000,59.384000,59.384000,2.361000
472,22.476190,far,3.472000,44.599000,44.599000,3.472000
473,22.523810,near,2.630000,59.461000,59.461000,2.630000
473,22.523810,far,3.510000,44.705000,44.705000,3.510000
474,22.571429,near,2.156000,59.573000,59.573000,2.156000
474,22.571429,far,3.486000,44.846000,44.846000,3.486000
475,22.619048,near,2.156000,59.573000,59.573000,2.156000
